2.093568364706127269e-02 -1.252125474524337756e+00 -1.009385160604677534e+00
6.397561216805452977e-01 1.177730848752516657e+00 5.886102499872598592e-01
-3.748922305343745098e-02 3.224127005961378578e-01 -5.333360802146236423e-02
-1.256808835961056747e+00 3.443483028530869738e+00 1.131026427109298904e+00
-2.715517297141128994e-01 2.693491487846189969e+00 -1.577294986099567975e+00
2.162951114049362022e+00 4.122952597869853353e-01 -1.212085743320168385e+00
1.804414793288781516e+00 9.814652975930256984e-01 -1.796327383519382703e+00
-2.651117586594897713e+00 -2.251127149848886067e-01 3.333239347930258667e+00
-5.534525115792614525e-01 3.830238333473043877e-01 2.982338350737394617e-01
1.955306998093081949e+00 -6.770124147080536225e-01 5.017862744233521077e-01
-1.359429353721786082e+00 1.390405010425637133e+00 7.430081170715236993e-01
4.753900974272544100e-01 1.149093937843362001e+00 2.099334633867808719e+00
2.522757423674613086e+00 1.220363117043877510e-01 6.954382129104560439e-01
-6.738072806204373211e-02 -4.640209566757093618e-01 -8.096251122253586008e-01
2.500998503755518243e+00 -6.906587321311973282e-01 -6.712743936816557566e-01
8.276576689746349969e-01 -8.940258097220179501e-01 -1.338844542452289232e+00
-7.264528322446363040e-01 1.096983595168689485e+00 1.872552216758659460e+00
6.128419859321196927e-01 6.641018603254911223e-01 -1.678302015415741033e-01
-1.215172242102381839e+00 -5.276059542529739632e-01 1.106308166875915155e+00
-2.714851709841518357e+00 -8.190310067809816186e-01 1.133161526537081798e+00
-6.038941092133857103e-01 6.006798069868357626e-01 -1.917321343042601489e+00
-1.760695998204424573e+00 6.353231747945377039e-01 1.212570050498526841e+00
7.827778261679989580e-01 -5.775430345789409614e-01 -1.701118436388095123e+00
-8.522505200878656151e-01 -6.040170079754525467e-01 3.779219446966556317e-01
-2.135176103646262202e+00 -1.889358621670665483e+00 -1.722002497642173724e+00
4.348401831243970950e-01 -1.330478024157862649e+00 -4.455797108557609243e-01
-1.797134675778371049e+00 4.555816690534554292e-01 -3.555927594226634403e-01
9.600107237983992459e-01 1.147876258402420913e+00 5.178887348216609787e-01
-1.325176926100760211e+00 1.486835608998880787e+00 1.575720788540174278e+00
-8.990180140939751929e-01 -4.657993034479457339e-01 -1.284632538185554729e-01
-1.144716645760140983e+00 2.714352581466766834e-01 -1.185262029504128511e+00
-7.167818720215630712e-01 -6.500397312709349507e-01 -1.901618260659176496e+00
1.604511721380806000e+00 -3.074823597992122348e+00 -1.580267789857608740e+00
4.443131184777097120e-01 -4.546665401374794246e-01 -1.630763045225334107e+00
1.479017455662369196e+00 7.162422510853726498e-01 -9.845928564461363663e-01
-1.556557934311124658e+00 1.237535036048466042e+00 -3.720372328131740791e-01
-1.017736703605882420e+00 7.825621137055442933e-01 -2.802952567542960627e-01
1.479447187166734068e+00 -8.554760800885357064e-01 -1.614538151100984864e+00
2.987280176825718447e-01 -2.550681183853797052e+00 -1.243834375116917634e+00
1.500542805600568297e+00 1.338887947284811197e+00 -4.499880254818240388e-01
7.566301250354288133e-01 1.176371073266359701e+00 -1.803284357235252378e+00
2.126669641705297042e+00 -2.584710991350783971e+00 3.581853088429665100e-01
-2.037146628741650090e-01 7.785124911080169019e-01 -4.058706573091682562e-02
1.810564759695041381e+00 -1.294452153446627563e+00 2.708874042969455775e+00
-7.541772340125956209e-01 2.476928186603230220e+00 -1.177032368029761189e+00
2.763597697251072738e+00 -2.285071354559995438e+00 2.483396862409421590e+00
-9.634443233113976213e-01 -9.914578347703978389e-01 1.142447654923000738e-01
2.080675199617223026e+00 -9.103053690597107117e-01 -3.236782958459951676e+00
-8.342548645199152624e-01 1.183586034446727719e+00 -1.615554032272821239e+00
7.675447019937537974e-01 -8.212002112534332321e-01 -5.683050447009424522e-01
-1.270346695417494010e+00 -2.291396541708948575e+00 2.603022996439569692e+00
-4.381538154435166699e-01 -4.348162006310740124e-01 1.316894686770877787e-01
-6.806070821326367648e-01 8.602769642682281948e-01 -4.783014268970027238e-01
1.912299260606558748e+00 -3.522790281834013437e-01 -6.883106642136695985e-01
5.981228249826597843e-01 -1.691913951645636516e+00 5.426070161709332096e-01
-2.332522243084458324e+00 -1.679204572160263031e-01 7.637498584729601747e-01
-3.043979512310091007e-01 2.577964451165751125e+00 -2.447429551535428516e+00
7.737484674596544210e-01 6.704866630761272539e-01 1.436151027044593187e+00
1.138252684143628013e+00 -6.139032250919375100e-01 9.825211951059033000e-01
-3.937658598185613812e-01 1.459150120566338860e+00 1.430697281009440491e+00
-5.714040528550136111e-01 7.798624099514661623e-02 -5.657559969641668962e-01
2.368874203150173940e+00 -2.264778070686291472e-02 5.411338906460195775e-01
3.685541854594543559e-02 -1.139865662415190606e+00 -7.669397236316506383e-01
-8.794677271654036677e-01 1.485033319881005620e-01 -4.068393310340881475e-03
-7.745465109442490892e-01 2.081016630576422610e+00 -3.318396912069007665e-02
-1.127245360081504888e+00 2.080233789982461001e+00 4.113859668798815483e-01
-2.392925372029551800e-01 1.977131833157647733e+00 2.159329800073589656e+00
-6.827207795578266181e-01 2.518272283876166195e-01 3.817465859778498505e+00
2.229927571714904744e+00 -6.573515300144875395e-01 7.450129263483293851e-01
1.990775213983802527e-01 1.539322462943411907e+00 3.249439952165003920e+00
2.505643017077840984e+00 2.471427691684980055e-01 2.161177754187836531e+00
